ID,Address,BuildingName,Street_Nbr,Street,VHR,Designation,Zoning,LocalArea,Land_Coord,HRA_HCC,Latitude,Longitude
193,139 W 11TH AV,,139,W 11TH AV,B,,RT-6                ,MOUNT PLEASANT      ,66417939,,49.2614818351936,-123.108401262196
194,2475 W 3RD AV,,2475,W 3RD AV,B,,RM-4                ,KITSILANO           ,63807717,,49.2694069177044,-123.161533761104
195,2312 DUNBAR ST,,2312,DUNBAR ST,B,,RT-7                ,KITSILANO           ,04164636,,49.2657239840436,-123.183425893694
196,2841 W 6TH AV,,2841,W 6TH AV,B,,RT-7                ,KITSILANO           ,64306255,,49.2668844907393,-123.169454062166
197,1413 W 11TH AV,,1413,W 11TH AV,C,M,RM-3                ,FAIRVIEW            ,66413085,H,49.261948887911,-123.136713198289
198,3613 POINT GREY ROAD,,3613,POINT GREY ROAD,B,,RS-2                ,KITSILANO           ,63004075,,49.2724115009348,-123.183992899904
199,989 NELSON ST,ELECTRA BUILDING  ,989,NELSON ST,A,M,CD-1                ,CENTRL BUSNES/DWNTWN,12060598,,49.2810836198967,-123.125113318281
200,2356 GRANT ST,,2356,GRANT ST,C,,RS-7                ,GRANDVIEW-WOODLAND  ,61226756,,49.2709443334132,-123.05704501106
201,159 E HASTINGS ST,,159,E HASTINGS ST,C,,DEOD                ,CENTRL BUSNES/DWNTWN,59018663,,49.2817635141922,-123.100737303765
202,1517 COMOX ST,,1517,COMOX ST,B,,RM-5                ,WEST END            ,60711487,,49.2862547422405,-123.135427695694
203,833 W 19TH AV,,833,W 19TH AV,C,M,RS-7                ,SOUTH CAMBIE        ,69415377,H,49.2546038235723,-123.122879892894
204,837 HAMILTON ST,,837,HAMILTON ST,C,M,DD                  ,CENTRL BUSNES/DWNTWN,15660251,,49.2784801796195,-123.117035910718
205,513 CARRALL ST,,513,CARRALL ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,17859227,,49.2803439628863,-123.104769250614
206,233 ABBOTT ST,,233,ABBOTT ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,17258067,,49.2833219794763,-123.106927116049
207,102 WATER ST,,102,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58015796,,49.2836435332698,-123.106767924115
208,6450 CEDARHURST ST,,6450,CEDARHURST ST,A,,RS-5                ,KERRISDALE          ,05776584,,49.2279841942235,-123.171137434949
209,2598 ETON ST,BEACON HILL GROCER,2598,ETON ST,B,,C-1                 ,HASTINGS-SUNRISE    ,57527194,,49.287399199657,-123.05232815091
210,615 SEYMOUR ST,GOTHAM STEAKHOUSE ,615,SEYMOUR ST,C,M,CD-1                ,CENTRL BUSNES/DWNTWN,13459503,H,49.2829699617809,-123.115965139374
211,1845 BAYSWATER ST,,1845,BAYSWATER ST,C,,RT-8                ,KITSILANO           ,06263697,,49.2694611484177,-123.171314589676
212,2233 STEPHENS ST,,2233,STEPHENS ST,B,,RT-8                ,KITSILANO           ,07264369,,49.2660608445993,-123.166771071323
213,1507 W 12TH AV,,1507,W 12TH AV,B,M,C-3A                ,FAIRVIEW            ,13066497,,49.2609871818692,-123.13908811212
214,866 E 31ST AV,,866,E 31ST AV,C,,RS-1                ,KENSINGTON-CEDAR COT,72721266,,49.2422820666994,-123.086607746885
215,508 HAWKS AV,,508,HAWKS AV,B,M,RT-3                ,STRATHCONA          ,59221204,,49.2798690232356,-123.086969387444
216,518 BEATTY ST,,518,BEATTY ST,C,M,DD                  ,CENTRL BUSNES/DWNTWN,16059214,,49.2807958789754,-123.108684959785
217,3250 KINGSWAY,CARLETON ELEM     ,3250,KINGSWAY,A,,RS-1                ,RENFREW-COLLINGWOOD ,77030402,,49.2340747905663,-123.037641768577
218,250 W PENDER ST,VAN VOC INSTITUTE ,250,W PENDER ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,59215604,,49.2813009098269,-123.111240733955
219,402 W PENDER ST,,402,W PENDER ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59213894,,49.2827120094811,-123.112336398426
220,2635 W 1ST AV,,2635,W 1ST AV,B,,RT-8                ,KITSILANO           ,63407227,,49.2712527132182,-123.165425526629
221,2727 W 6TH AV,,2727,W 6TH AV,B,,RT-8                ,KITSILANO           ,64307063,,49.2668667335051,-123.167144916839
222,1634 E 13TH AV,,1634,E 13TH AV,B,,RT-5                ,KENSINGTON-CEDAR COT,68323472,,49.2584022316277,-123.070947552657
223,1929 WHYTE AV,,1929,WHYTE AV,B,,RT-9                ,KITSILANO           ,62609569,,49.2755903648456,-123.148487593491
224,345 N BOUNDARY ROAD,GIRVAN HOUSE      ,345,N BOUNDARY ROAD,B,M,RS-1                ,HASTINGS-SUNRISE    ,32056963,H,49.2880698826796,-123.02381348075
225,5138 MAPLE ST,,5138,MAPLE ST,C,,RS-5                ,SHAUGHNESSY         ,09273544,,49.2396746896809,-123.151530695382
226,4195 W 14TH AV,,4195,W 14TH AV,A,,RS-1                ,WEST POINT GREY     ,68602807,,49.2602961609554,-123.199776836379
227,824 E PENDER ST,MENCHIONS HOUSE   ,824,E PENDER ST,B,,RT-3                ,STRATHCONA          ,59221222,,49.2798706472283,-123.086617679881
228,1102 COMMERCIAL DRIVE,,1102,COMMERCIAL DRIVE,B,,C-2C1               ,GRANDVIEW-WOODLAND  ,25060402,,49.2746993100626,-123.069171170512
229,609 GORE AV,,609,GORE AV,C,,HA-1A               ,STRATHCONA          ,59419096,,49.2791696201124,-123.097427934036
230,2575 CORNWALL AV,,2575,CORNWALL AV,A,,RT-8                ,KITSILANO           ,63007313,,49.272958806434,-123.163814557956
231,1853 E 11TH AV,,1853,E 11TH AV,B,,RM-4                ,KENSINGTON-CEDAR COT,66525087,,49.2606909496875,-123.066573443773
232,1616 COMMERCIAL DRIVE,,1616,COMMERCIAL DRIVE,B,,C-2C                ,GRANDVIEW-WOODLAND  ,25061620,,49.270175396266,-123.069288673442
233,2662 MARINE CRESCENT,,2662,MARINE CRESCENT,B,,RS-5                ,KERRISDALE          ,79107334,,49.2267689689716,-123.165275403824
234,666 E GEORGIA ST,,666,E GEORGIA ST,B,,RT-3                ,STRATHCONA          ,59619868,,49.278120532235,-123.090090666985
235,198 W HASTINGS ST,,198,W HASTINGS ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,59015706,,49.2821180114342,-123.109519959953
236,1036 KEEFER ST,,1036,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59421996,,49.2788841164728,-123.081512339535
237,786 E KING EDWARD AV,,786,E KING EDWARD AV,B,M,RS-1                ,KENSINGTON-CEDAR COT,71021092,H,49.2484140239392,-123.088017107796
238,2630 W 7TH AV,,2630,W 7TH AV,C,,RT-8                ,KITSILANO           ,64607258,,49.2654915983112,-123.165427626159
239,4397 W 2ND AV,,4397,W 2ND AV,A,M,RS-1                ,WEST POINT GREY     ,02663394,,49.2717971632384,-123.204533481701
240,1561 W 57TH AV,,1561,W 57TH AV,,L,CD-1                ,KERRISDALE          ,,,49.2202346395162,-123.141664
241,330 W PENDER ST,BC PERMANENT BLDG ,330,W PENDER ST,A,M,DD                  ,CENTRL BUSNES/DWNTWN,59214846,,49.2822786399934,-123.111738475037
242,1096 W 10TH AV,,1096,W 10TH AV,A,M,CD-1                ,FAIRVIEW            ,65414906,,49.2622010288725,-123.128793697924
243,1638 MARPOLE AV,,1638,MARPOLE AV,,,FSD                 ,SHAUGHNESSY         ,69512338,H,49.2553282495017,-123.14172801173
244,140 W 19TH AV,,140,W 19TH AV,B,,RS-7                ,RILEY PARK          ,69417962,,49.2535419268623,-123.108336713048
245,2632 W 10TH AV,,2632,W 10TH AV,C,,RS-7                ,KITSILANO           ,65407254,,49.2628775749483,-123.165444961093
246,1 ALEXANDER ST,,1,ALEXANDER ST,A,M,HA-2                ,CENTRL BUSNES/DWNTWN,57917805,,49.2836857546571,-123.103978511876
247,2251 COLLINGWOOD ST,BAYVIEW ELEMENTARY,2251,COLLINGWOOD ST,B,,RS-1                ,KITSILANO           ,64304106,,49.2664415472921,-123.182740499342
248,739 E 24TH AV,,739,E 24TH AV,B,,RS-1                ,KENSINGTON-CEDAR COT,70821039,,49.2494353862018,-123.089062954535
249,335 W 11TH AV,CONDIE HOUSE      ,335,W 11TH AV,C,M,RT-6                ,MOUNT PLEASANT      ,66417157,,49.2615346781209,-123.111896488974
250,3628 W 7TH AV,,3628,W 7TH AV,C,,RT-7                ,KITSILANO           ,64604060,,49.2658020021051,-123.184435701931
251,1020 NICOLA ST,,1020,NICOLA ST,B,,RM-5                ,WEST END            ,60611504,,49.2862322912665,-123.134394445688
252,784 THURLOW ST,,784,THURLOW ST,B,,DD                  ,WEST END            ,60211905,,49.2846636326942,-123.124166428666
253,1829 PARKER ST,,1829,PARKER ST,A,,RT-5                ,GRANDVIEW-WOODLAND  ,60125231,,49.2759852091008,-123.06684615094
254,1688 DRUMMOND DRIVE,,1688,DRUMMOND DRIVE,B,,RS-1                ,WEST POINT GREY     ,01963562,,49.2727366230224,-123.221905854906
255,2394 CORNWALL AV,,2394,CORNWALL AV,B,,RM-4                ,KITSILANO           ,63007804,,49.2723879998139,-123.159473310281
256,825 GRANVILLE ST,,825,GRANVILLE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,13060227,,49.2812880157795,-123.120579692063
257,230 GORE AV,CLINTON MEM. HALL ,230,GORE AV,B,,DEOD                ,STRATHCONA          ,58919203,,49.2825039093966,-123.097184621122
258,1855 W 12TH AV,,1855,W 12TH AV,C,,RT-8                ,KITSILANO           ,67009747,,49.2611758830205,-123.147163157773
259,2745 W 8TH AV,,2745,W 8TH AV,C,,RT-8                ,KITSILANO           ,64807057,,49.2651744003792,-123.167376302828
260,1932 MCNICOLL AV,,1932,MCNICOLL AV,B,,RT-9                ,KITSILANO           ,62509568,,49.2759650434123,-123.148465071556
261,240 E 22ND AV,,240,E 22ND AV,C,,RS-7                ,RILEY PARK          ,70319040,,49.2508918277784,-123.099962850389
262,1224 E GEORGIA ST,,1224,E GEORGIA ST,B,,RT-3                ,STRATHCONA          ,59622624,,49.2783077527321,-123.078626897625
263,1030 E PENDER ST,,1030,E PENDER ST,B,,RT-3                ,STRATHCONA          ,59221834,,49.279794318912,-123.08166787099
264,800 HAWKS AV,,800,HAWKS AV,B,M,RT-3                ,STRATHCONA          ,59821204,H,49.2771489073403,-123.087076708995
265,2683 OXFORD ST,,2683,OXFORD ST,B,,RS-1                ,HASTINGS-SUNRISE    ,57727481,,49.2859547497135,-123.049901113422
266,750 PRINCESS AV,ELLS HOUSE        ,750,PRINCESS AV,C,M,RT-3                ,STRATHCONA          ,19859696,H,49.2776909284209,-123.091388694772
267,975 CHILCO ST,,975,CHILCO ST,B,,RM-5B               ,WEST END            ,60610797,,49.2915796100431,-123.141502304078
268,633 E HASTINGS ST,,633,E HASTINGS ST,B,,DEOD                ,STRATHCONA          ,59019833,,49.2814647590241,-123.09078184554
269,2229 STEPHENS ST,,2229,STEPHENS ST,B,,RT-8                ,KITSILANO           ,07264355,,49.2661422547604,-123.166768610379
270,1925 WHYTE AV,,1925,WHYTE AV,B,,RT-9                ,KITSILANO           ,62609575,,49.2755882970583,-123.148346670756
271,906 SALSBURY DRIVE,PILLING HOUSE     ,906,SALSBURY DRIVE,C,M,RT-5                ,GRANDVIEW-WOODLAND  ,60025206,,49.2764563086734,-123.067273668871
272,2188 SW MARINE DRIVE,,2188,SW MARINE DRIVE,A,,RS-1                ,KERRISDALE          ,83008206,,49.218905807916,-123.158894773358
273,736 GRANVILLE ST,VANCOUVER BLOCK   ,736,GRANVILLE ST,A,MI,DD                  ,CENTRL BUSNES/DWNTWN,13060058,H,49.2818433477786,-123.118522373666
274,2146 MACDONALD ST,,2146,MACDONALD ST,B,,RT-8                ,KITSILANO           ,07064284,,49.2668334637702,-123.168060256301
275,1362 E 10TH AV,,1362,E 10TH AV,C,,RT-5                ,KENSINGTON-CEDAR COT,65523034,,49.2611577178706,-123.076104765389
276,2752 W 6TH AV,,2752,W 6TH AV,C,,RT-8                ,KITSILANO           ,64307020,,49.2663613910789,-123.167629796723
277,2925 W 38TH AV,,2925,W 38TH AV,B,,RS-5                ,DUNBAR-SOUTHLANDS   ,74205679,,49.2378338548436,-123.170962970091
278,5 W 4TH AV,,5,W 4TH AV,C,,I-1                 ,MOUNT PLEASANT      ,64218207,,49.2677776688312,-123.105673577614
279,3633 SELKIRK ST,,3633,SELKIRK ST,,,FSD                 ,SHAUGHNESSY         ,14670245,H,49.2529725464372,-123.133385679614
280,3116 W 12TH AV,,3116,W 12TH AV,C,,RS-5                ,KITSILANO           ,67805386,,49.2612140482397,-123.174480838332
281,110 E PENDER ST,,110,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218620,,49.2801727813019,-123.101803038401
282,1296 SALSBURY DRIVE,JEFFS HOUSE       ,1296,SALSBURY DRIVE,B,M,RT-5                ,GRANDVIEW-WOODLAND  ,60725205,H,49.2732886361048,-123.067164537864
283,303 W PENDER ST,,303,W PENDER ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,59214893,,49.2824209504986,-123.110869339894
284,4251 ONTARIO ST,GENERAL WOLFE SCH ,4251,ONTARIO ST,B,,RS-1                ,RILEY PARK          ,71218204,,49.2473123098544,-123.106283364858
285,1140 HOMER ST,,1140,HOMER ST,B,,HA-3                ,CENTRL BUSNES/DWNTWN,14860834,,49.275641207233,-123.122114043898
286,2770 POINT GREY ROAD,,2770,POINT GREY ROAD,C,,RT-8                ,KITSILANO           ,63007004,,49.27143811882,-123.167810776895
287,1317 WALNUT ST,,1317,WALNUT ST,C,,RT-9                ,KITSILANO           ,09662717,,49.2741500345914,-123.149299173665
288,1546 NELSON ST,URQUHART HOUSE    ,1546,NELSON ST,C,M,RM-5                ,WEST END            ,60611414,,49.286890750236,-123.135462316509
289,34 POWELL ST,THE GLOBE         ,34,POWELL ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017838,,49.2829952538699,-123.103331359598
290,1300 E BROADWAY,QUEEN ALEX ELEM   ,1300,E BROADWAY,B,,RS-1                ,KENSINGTON-CEDAR COT,65523005,,49.2618967753383,-123.076442124912
291,4616 SLOCAN ST,,4616,SLOCAN ST,B,,RM-7                ,RENFREW-COLLINGWOOD ,27572216,,49.2429435683419,-123.050702412768
292,2150 CYPRESS ST,REEVE HOUSE       ,2150,CYPRESS ST,B,M,RM-4                ,KITSILANO           ,64209738,H,49.2668042392915,-123.147190631653
293,8901 STANLEY PARK DRIVE,FISH HOUSE REST   ,8901,STANLEY PARK DRIVE,B,,RS-1                ,WEST END            ,56110845,,49.2980554858149,-123.126770383867
294,2630 YORK AV,,2630,YORK AV,B,,RT-8                ,KITSILANO           ,63107296,,49.2716238329111,-123.164693217824
295,885 E GEORGIA ST,,885,E GEORGIA ST,B,M,RT-3                ,STRATHCONA          ,59621285,,49.2785660558481,-123.085276354237
296,79 E PENDER ST,,79,E PENDER ST,B,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217875,,49.2806932213409,-123.102711141824
297,57 W CORDOVA ST,,57,W CORDOVA ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,58917245,,49.2829973194286,-123.105692116901
298,5825 CARNARVON ST,SIMPSON HOUSE     ,5825,CARNARVON ST,C,,RS-5                ,KERRISDALE          ,5675297,H,49.2335510486186,-123.173362053416
299,1784 E 14TH AV,JOHN TIBB HOUSE   ,1784,E 14TH AV,C,M,RT-5A               ,KENSINGTON-CEDAR COT,68425050,,49.2574703507997,-123.068006840898
300,563 E 22ND AV,,563,E 22ND AV,C,,RS-1                ,RILEY PARK          ,70119963,,49.2512932591862,-123.092498587862
301,1627 LAURIER AV,,1627,LAURIER AV,B,,FSD                 ,SHAUGHNESSY         ,70512297,,49.2511709127958,-123.141776266299
302,2200 ARBUTUS ST,,2200,ARBUTUS ST,A,,RM-4                ,KITSILANO           ,64309006,,49.2661450759943,-123.152601774382
303,2144 W 13TH AV,,2144,W 13TH AV,C,,RT-7                ,KITSILANO           ,68308758,,49.2597327357148,-123.154097503786
304,2404 CAROLINA ST,PERCY HOUSE       ,2404,CAROLINA ST,B,M,RM-4                ,MOUNT PLEASANT      ,20664804,,49.263277825731,-123.090776819417
305,3537 W 30TH AV,HAIGLER HOUSE     ,3537,W 30TH AV,B,M,RS-5                ,DUNBAR-SOUTHLANDS   ,72304059,,49.2454669405052,-123.183170267122
306,2134 MACDONALD ST,,2134,MACDONALD ST,B,,RT-8                ,KITSILANO           ,07064270,,49.2669157744811,-123.168057099478
307,3066 POINT GREY ROAD,,3066,POINT GREY ROAD,B,,RT-8                ,KITSILANO           ,63005826,,49.2708431963676,-123.173186099907
308,643 E GEORGIA ST,FLEMING HOUSE     ,643,E GEORGIA ST,B,M,RT-3                ,STRATHCONA          ,59619841,,49.2786667720091,-123.090587526348
309,111 E PENDER ST,,111,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218623,,49.2806719794401,-123.101811366863
310,152 E PENDER ST,,152,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218652,,49.2801526921095,-123.101099477009
311,258 E PENDER ST,,258,E PENDER ST,B,M,HA-1                ,STRATHCONA          ,59219062,,49.2800927416007,-123.098143905205
312,3075 W 39TH AV,,3075,W 39TH AV,A,,RS-5                ,DUNBAR-SOUTHLANDS   ,74405465,,49.2368899804631,-123.174126661845
313,429 W 2ND AV,MAYNARD'S BUILDING,429,W 2ND AV,B,M,C-3A                ,MOUNT PLEASANT      ,64017003,,49.2676239401626,-123.114082470381
314,530 E 41ST AV,JOHN OLIVER SEC   ,530,E 41ST AV,B,,RS-1                ,SUNSET              ,75019906,,49.2319793064388,-123.092682515651
315,120 POWELL ST,,120,POWELL ST,C,,HA-2                ,CENTRL BUSNES/DWNTWN,58018626,,49.2829731779897,-123.101567958051
316,7 W HASTINGS ST,,7,W HASTINGS ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,59017275,,49.2818691177876,-123.104941626025
317,2974 W 5TH AV,,2974,W 5TH AV,B,,RT-7                ,KITSILANO           ,64205874,,49.2672856670348,-123.171768354948
318,3470 OSLER ST,,3470,OSLER ST,B,,FSD                 ,SHAUGHNESSY         ,14869868,,49.2551328666429,-123.13129623036
319,85 W 1ST AV,DOMTAR SALT BLDING,85,W 1ST AV,B,,CD-1                ,MOUNT PLEASANT      ,63818203,,49.2705963317286,-123.106407923087
320,1890 W 7TH AV,,1890,W 7TH AV,C,,RM-4                ,KITSILANO           ,64609714,,49.2652655338113,-123.147736325476
321,242 E 15TH AV,,242,E 15TH AV,C,,RM-4                ,MOUNT PLEASANT      ,68719146,,49.2572200074756,-123.099455614057
322,3538 OSLER ST,,3538,OSLER ST,B,,FSD                 ,SHAUGHNESSY         ,14869896,,49.2543237818533,-123.130375373695
323,2116 MAPLE ST,,2116,MAPLE ST,C,,RM-4                ,KITSILANO           ,09564248,,49.2668215344696,-123.150073613071
324,4561 REID ST,,4561,REID ST,B,,RS-1                ,RENFREW-COLLINGWOOD ,29871075,,49.2435311787104,-123.036903818675
325,5555 CARNARVON ST,KERRISDALE ELEM   ,5555,CARNARVON ST,A,,RS-5                ,DUNBAR-SOUTHLANDS   ,05674405,,49.2357163566501,-123.174493116336
326,772 E GEORGIA ST,,772,E GEORGIA ST,C,,RT-3                ,STRATHCONA          ,59620572,,49.2780942526188,-123.088031058181
327,210 ABBOTT ST,DOMINION HOTEL    ,210,ABBOTT ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017204,,49.283556274648,-123.106285943668
328,662 UNION ST,,662,UNION ST,B,,RT-3                ,STRATHCONA          ,59819864,,49.2772200089382,-123.090168190097
329,22 W 10TH AV,,22,W 10TH AV,C,,RT-6                ,MOUNT PLEASANT      ,65418276,,49.2618447373607,-123.10557502648
330,1046 GRANVILLE ST,,1046,GRANVILLE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,13060646,,49.2786038248942,-123.123393244972
331,715 W 12TH AV,VGH-HEALTH CENTRE ,715,W 12TH AV,B,,CD-1                ,FAIRVIEW            ,67015995,,49.2613089421416,-123.121155630672
332,422 RICHARDS ST,,422,RICHARDS ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59013806,,49.2837486117464,-123.111926364132
333,1499 ANGUS DRIVE,,1499,ANGUS DRIVE,A,,FSD                 ,SHAUGHNESSY         ,69813007,,49.2551496674481,-123.138411379304
334,837 KEEFER ST,MCLELLAN HOUSE    ,837,KEEFER ST,B,M,RT-3                ,STRATHCONA          ,59421239,H,49.2794748792955,-123.08633650024
335,638 SMITHE ST,,638,SMITHE ST,C,M,CD-1                ,CENTRL BUSNES/DWNTWN,13460403,,49.2796140034392,-123.121070316126
336,1515 ATLAS LANE,,1515,ATLAS LANE,,L,CD-1                ,KERRISDALE          ,13080307,,49.2207871236576,-123.14121000602
337,2338 DUNBAR ST,,2338,DUNBAR ST,B,,RT-7                ,KITSILANO           ,04164678,,49.2654333609201,-123.183474972414
338,1876 W 13TH AV,,1876,W 13TH AV,C,,RT-8                ,KITSILANO           ,68309726,,49.2597045570215,-123.147626173291
339,160 E HASTINGS ST,,160,E HASTINGS ST,B,,DEOD                ,CENTRL BUSNES/DWNTWN,59018672,,49.2810506286372,-123.100740289318
340,2227 ALBERTA ST,,2227,ALBERTA ST,C,,I-1                 ,MOUNT PLEASANT      ,17364557,,49.2651334918415,-123.111120347974
341,147 E PENDER ST,,147,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218667,,49.2806620371206,-123.100756671624
342,2145 W 45TH AV,STILLMAN HOUSE    ,2145,W 45TH AV,B,M,RS-5                ,KERRISDALE          ,75808157,H,49.2311399897184,-123.157175614117
343,700 JACKSON AV,,700,JACKSON AV,B,,RT-3                ,STRATHCONA          ,59619606,,49.2781953433084,-123.093275294789
344,2322 BALACLAVA ST,,2322,BALACLAVA ST,C,,RT-7                ,KITSILANO           ,05864648,,49.2654754650209,-123.173621699878
345,2500 LAKEWOOD DRIVE,SECORD ELEMENTARY ,2500,LAKEWOOD DRIVE,B,,RS-1                ,KENSINGTON-CEDAR COT,65025904,,49.2617367648369,-123.060735078616
346,2962 E 2ND AV,,2962,E 2ND AV,C,,RS-1                ,HASTINGS-SUNRISE    ,63128064,,49.2682268177718,-123.042279699749
